pmid,title,year,journal,pubtypes,query_lanes,modules,priority,screening_decision,screening_reason,claim_extraction_candidate,pubmed_url
28409395,Spinal and corticospinal pathways are differently modulated when standing at the bottom and the top of a three-step staircase in young and older adults.,2017,European journal of applied physiology,Journal Article,master_tms_not_animal_only; medication_sleep_caffeine_state; technician_equipment_localization,patient_faq_adherence; state_factors; technician_workflow,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/28409395/
28407553,High frequency repetitive transcranial magnetic stimulation treatment for major depression: Dissociated effects on psychopathology and neurocognition.,2017,Journal of affective disorders,Clinical Trial; Journal Article,clinical_depression_protocols; dosing_protocol_variants; master_tms_not_animal_only; patient_experience_adherence_state; psychiatric_indications; technician_equipment_localization,patient_faq_adherence; technician_workflow; protocol_literacy,3,include_targeted_extraction,clinical_trial_or_protocol_evidence,True,https://pubmed.ncbi.nlm.nih.gov/28407553/
28404455,Modulation of iTBS after-effects via concurrent directional TDCS: A proof of principle study.,2017,Brain stimulation,Journal Article,dosing_protocol_variants; master_tms_not_animal_only; technician_equipment_localization,technician_workflow; protocol_literacy,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/28404455/
28402865,Inhibition versus facilitation of contralesional motor cortices in stroke: Deriving a model to tailor brain stimulation.,2017,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't; Research Support, N.I.H., Extramural",master_tms_not_animal_only; mechanisms_neuroplasticity,mechanisms,3,include_targeted_extraction,clinical_trial_or_protocol_evidence,True,https://pubmed.ncbi.nlm.nih.gov/28402865/
28400096,The evolution of motor cortical dysfunction in amyotrophic lateral sclerosis.,2017,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,"Journal Article; Research Support, Non-U.S. Gov't",master_tms_not_animal_only,,5,exclude_low_priority,no_training_platform_module_match,False,https://pubmed.ncbi.nlm.nih.gov/28400096/
28396622,Transcranial Magnetic Stimulation Reveals Intrinsic Perceptual and Attentional Rhythms.,2017,Frontiers in neuroscience,Journal Article; Review,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; technician_equipment_localization,technician_workflow; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/28396622/
28396483,Reply to Coll et al. 'Important methodological issues regarding the use of transcranial magnetic stimulation to investigate interoceptive processing' (2017).,2017,"Philosophical transactions of the Royal Society of London. Series B, Biological sciences",Journal Article; Comment,master_tms_not_animal_only,,5,exclude_low_priority,no_training_platform_module_match,False,https://pubmed.ncbi.nlm.nih.gov/28396483/
28396481,Important methodological issues regarding the use of transcranial magnetic stimulation to investigate interoceptive processing: a Comment on Pollatos et al. (2016).,2017,"Philosophical transactions of the Royal Society of London. Series B, Biological sciences",Journal Article,master_tms_not_animal_only,,5,exclude_low_priority,no_training_platform_module_match,False,https://pubmed.ncbi.nlm.nih.gov/28396481/
28394475,Dynamical entrainment of corticospinal excitability during rhythmic movement observation: a Transcranial Magnetic Stimulation study.,2017,The European journal of neuroscience,"Journal Article; Research Support, Non-U.S. Gov't",master_tms_not_animal_only; mechanisms_neuroplasticity,mechanisms,4,background_index,background_mechanism_protocol_or_measurement_record,False,https://pubmed.ncbi.nlm.nih.gov/28394475/
28392766,Presence and Absence of Muscle Contraction Elicited by Peripheral Nerve Electrical Stimulation Differentially Modulate Primary Motor Cortex Excitability.,2017,Frontiers in human neuroscience,Journal Article,master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; technician_equipment_localization,mechanisms; patient_faq_adherence; state_factors; technician_workflow,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/28392766/
28391033,Offline continuous theta burst stimulation over right inferior frontal gyrus and pre-supplementary motor area impairs inhibition during a go/no-go task.,2017,Neuropsychologia,Journal Article,dosing_protocol_variants; master_tms_not_animal_only,mechanisms; protocol_literacy,4,background_index,background_mechanism_protocol_or_measurement_record,False,https://pubmed.ncbi.nlm.nih.gov/28391033/
28390775,Deep Transcranial Magnetic Stimulation of the Dorsolateral Prefrontal Cortex in Alcohol Use Disorder Patients: Effects on Dopamine Transporter Availability and Alcohol Intake.,2017,European neuropsychopharmacology : the journal of the European College of Neuropsychopharmacology,Journal Article,master_tms_not_animal_only; medication_sleep_caffeine_state,patient_faq_adherence; state_factors,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/28390775/
28389385,Automatized set-up procedure for transcranial magnetic stimulation protocols.,2017,NeuroImage,"Journal Article; Research Support, Non-U.S. Gov't",dosing_protocol_variants; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; technician_equipment_localization,mechanisms; patient_faq_adherence; state_factors; technician_workflow; protocol_literacy,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/28389385/
28388686,Vestibular stimulation-induced facilitation of cervical premotoneuronal systems in humans.,2017,PloS one,Journal Article,master_tms_not_animal_only,,5,exclude_low_priority,no_training_platform_module_match,False,https://pubmed.ncbi.nlm.nih.gov/28388686/
28388464,Transcranial magnetic stimulation for treatment-resistant depression: Naturalistic treatment outcomes for younger versus older patients.,2017,Journal of affective disorders,Comparative Study; Journal Article,guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state; psychiatric_indications,patient_faq_adherence; state_factors; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/28388464/
28388457,Sleep disturbances in obsessive-compulsive disorder: Association with non-response to repetitive transcranial magnetic stimulation (rTMS).,2017,Journal of anxiety disorders,Journal Article,fnirs_eeg_qeeg_biomarkers; master_tms_not_animal_only; medication_sleep_caffeine_state; psychiatric_indications,patient_faq_adherence; state_factors; protocol_literacy; measurement_expansion,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/28388457/
28387589,Inhibition of Pre-Supplementary Motor Area by Continuous Theta Burst Stimulation Leads to More Cautious Decision-making and More Efficient Sensory Evidence Integration.,2017,Journal of cognitive neuroscience,Journal Article,dosing_protocol_variants; master_tms_not_animal_only; mechanisms_neuroplasticity,mechanisms; protocol_literacy,4,background_index,background_mechanism_protocol_or_measurement_record,False,https://pubmed.ncbi.nlm.nih.gov/28387589/
28386713,The effect of age on the homotopic motor cortical long-term potentiation-like effect induced by quadripulse stimulation.,2017,Experimental brain research,Journal Article,master_tms_not_animal_only; mechanisms_neuroplasticity,mechanisms,4,background_index,background_mechanism_protocol_or_measurement_record,False,https://pubmed.ncbi.nlm.nih.gov/28386713/
28385918,Eight weeks of local vibration training increases dorsiflexor muscle cortical voluntary activation.,2017,"Journal of applied physiology (Bethesda, Md. : 1985)",Journal Article,master_tms_not_animal_only; technician_equipment_localization,technician_workflow,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/28385918/
28385535,TMS measures of motor cortex function after stroke: A meta-analysis.,2017,Brain stimulation,Journal Article; Meta-Analysis,guidelines_consensus_reviews; master_tms_not_animal_only,guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/28385535/
28385173,Novel Augmentation Strategies in Major Depression.,2017,Danish medical journal,Journal Article; Review,clinical_depression_protocols; guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state; psychiatric_indications; safety_side_effects_sensations,safety_side_effects; patient_faq_adherence; state_factors; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/28385173/
28384347,The impact of early visual cortex transcranial magnetic stimulation on visual working memory precision and guess rate.,2017,PloS one,Journal Article,fnirs_eeg_qeeg_biomarkers; master_tms_not_animal_only; mechanisms_neuroplasticity; technician_equipment_localization,mechanisms; technician_workflow; measurement_expansion,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/28384347/
28384197,The influence of corticospinal activity on TMS-evoked activity and connectivity in healthy subjects: A TMS-EEG study.,2017,PloS one,Journal Article,fnirs_eeg_qeeg_biomarkers; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; technician_equipment_localization,mechanisms; patient_faq_adherence; state_factors; technician_workflow; measurement_expansion,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/28384197/
28383348,Once- Versus Twice-Daily Repetitive Transcranial Magnetic Stimulation Administration: Concerns About Study Design.,2017,The journal of ECT,Letter; Comment,master_tms_not_animal_only,,5,exclude_low_priority,no_training_platform_module_match,False,https://pubmed.ncbi.nlm.nih.gov/28383348/
28383292,Corticomotor Excitability Effects of Peripheral Nerve Electrical Stimulation to the Paretic Arm in Stroke.,2017,American journal of physical medicine & rehabilitation,Journal Article; Randomized Controlled Trial,master_tms_not_animal_only,,5,exclude_low_priority,no_training_platform_module_match,False,https://pubmed.ncbi.nlm.nih.gov/28383292/
28382420,Cerebellar theta burst stimulation does not improve freezing of gait in patients with Parkinson's disease.,2017,Journal of neurology,Journal Article,dosing_protocol_variants; master_tms_not_animal_only,mechanisms; protocol_literacy,4,background_index,background_mechanism_protocol_or_measurement_record,False,https://pubmed.ncbi.nlm.nih.gov/28382420/
28382220,Abnormal central motor conduction at the upper but not lower limbs correlates with severe cervical spondylosis: discussion of an unexpected observation.,2017,Spinal cord series and cases,Journal Article,master_tms_not_animal_only,,5,exclude_low_priority,no_training_platform_module_match,False,https://pubmed.ncbi.nlm.nih.gov/28382220/
28381485,Developmental profile of motor cortex transcallosal inhibition in children and adolescents.,2017,Journal of neurophysiology,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; technician_equipment_localization,mechanisms; patient_faq_adherence; state_factors; technician_workflow,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/28381485/
